KIC,Evol_State,Mass,S_Mass,Radius,S_Radius,Logg_Seis,S_Logg_Seis,Teff,S_Teff,[Fe/H],S_[Fe/H],[Alp/Fe],S_[Alp/Fe],[C/Fe],S_[C/Fe],[N/Fe],S_[N/Fe],[C/N],S_[C/N]
2305479,RGB,1.1731,0.0453,7.152,0.1241,2.8003,0.0041,4607.7334,48.0959,0.2174,0.058,0.0012,0.022,0.0001,0.03693970888450514,0.2517,0.040664045211639244,-0.2516,0.05746497782150596
2305987,RGB,1.1575,0.0446,8.6796,0.1505,2.6263,0.0046,4633.725,57.6487,0.0602,0.058,0.0309,0.022,-0.0376,0.05934576181445087,0.1887,0.061538255086947394,-0.2263,0.08944069379843939
2305992,RGB,1.2582,0.0484,6.5128,0.1127,2.912,0.004,4763.847,47.7646,0.0223,0.058,0.0367,0.022,0.0282,0.03996755387503834,0.3057,0.04418826246331464,-0.2775,0.06232218693393477
2306469,RC,1.0267,0.0424,10.2592,0.1909,2.43,0.0039,4610.5195,41.2626,0.2367,0.058,0.0082,0.022,-0.017,0.02664503591669223,0.2011,0.0303624870913573,-0.21810000000000002,0.0422475808014557
2306481,RC,1.3296,0.0514,11.128,0.1962,2.4717,0.0046,4925.8047,63.4266,-0.3153,0.058,0.0649,0.022,-0.0543,0.08811028922451636,0.2464,0.08674996311816373,-0.3007,0.1293627286472058
2306716,RGB,1.1512,0.0481,9.9322,0.1856,2.506,0.0042,4676.5664,43.2055,-0.0625,0.058,0.0227,0.022,-0.0978,0.034214648393025245,0.2486,0.03795310886419663,-0.3464,0.05344805290027291
2307683,RGB,1.41,0.0542,10.947,0.1894,2.5095,0.0039,4779.718,45.2846,-0.2517,0.058,0.0504,0.022,-0.0795,0.04208704536841159,0.182,0.04581482427178021,-0.2615,0.0650770888582097
2309235,RC,1.4352,0.059,11.6614,0.2166,2.4642,0.0041,4759.858,45.5322,0.028,0.058,-0.0006,0.022,-0.0997,0.03603135538734518,0.2135,0.04039295157689498,-0.3132,0.056613886088229454
2309469,RC,1.1243,0.0438,11.8033,0.209,2.3477,0.0037,4607.08,41.6074,0.1154,0.058,0.0182,0.022,-0.0269,0.028764527410065473,0.2005,0.032802329804055654,-0.22740000000000002,0.04562736817628078
2309524,RGB,1.2355,0.0498,33.6854,0.6072,1.4476,0.0037,3911.2073,33.6971,0.1514,0.058,0.043,0.022,0.053,0.02301162192805238,0.2114,0.02466952076172781,-0.1584,0.03529156404361493
2309550,RC,1.7551,0.0638,10.858,0.1804,2.6136,0.0037,4886.4395,46.872,-0.0766,0.058,-0.0092,0.022,-0.15,0.039059200377878384,0.2613,0.04364607519382612,-0.4113,0.0612621460015323
2309617,RC,1.0594,0.0436,10.5044,0.1951,2.4231,0.0041,4764.1606,46.167,-0.0834,0.058,0.0429,0.022,-0.0386,0.04027033837409166,0.1539,0.04418826246331464,-0.1925,0.06253703250034959
2310571,RC,0.9179,0.0377,10.2456,0.1901,2.3825,0.0044,4815.386,52.0444,-0.0905,0.058,0.0397,0.022,0.0474,0.04935387334569128,0.1015,0.05286325877513102,-0.05410000000000001,0.07565584965047309
2422073,RGB,1.1743,0.0455,12.3742,0.215,2.3201,0.0038,4500.8335,40.4658,0.0168,0.058,0.0434,0.022,0.0297,0.029672880907225436,0.2125,0.03307342343879992,-0.1828,0.04647530863668837
2422558,RGB,1.326,0.0554,6.4214,0.12,2.9471,0.0043,4703.495,45.5785,0.2438,0.058,0.0354,0.022,0.0554,0.03572857088829185,0.3776,0.03985076430740646,-0.3222,0.055981424226136424
2422635,RGB,1.3834,0.0531,6.5105,0.1126,2.9535,0.0039,4844.4453,45.7377,-0.0501,0.058,0.042,0.022,-0.0555,0.03724249338355846,0.2382,0.04174841975061629,-0.2937,0.05851511137584754
2423737,RC,1.373,0.0564,11.1565,0.207,2.4834,0.0041,4836.698,46.3666,-0.1962,0.058,0.0326,0.022,-0.1021,0.04178426086935827,0.2296,0.04581482427178021,-0.3317,0.06486145812410653
2423932,RGB,1.3184,0.0514,15.8771,0.2771,2.1491,0.0037,4251.1963,36.9262,0.2623,0.058,0.0232,0.022,0.053,0.02301162192805238,0.2054,0.025753895300704852,-0.1524,0.03612329053645147
2424039,RGB,1.6827,0.0701,6.5854,0.1228,3.0286,0.0045,4841.4463,52.5139,0.1361,0.058,-0.0059,0.022,-0.232,0.055409563326757706,0.2918,0.05882731873950477,-0.5238,0.08454233880784078
2424822,RGB,1.5645,0.0601,7.5024,0.1298,2.8838,0.0039,4815.002,45.1123,0.0161,0.058,0.0031,0.022,-0.1459,0.03482021739113189,0.2612,0.03930857703791794,-0.4071,0.05492267117477851
2424934,RC,1.4024,0.0543,11.8538,0.2092,2.4399,0.0038,4849.1973,46.2023,-0.1762,0.058,0.0469,0.022,-0.0672,0.04148147637030495,0.2529,0.04554373063703595,-0.3201,0.06443818467106459
2424955,RGB,1.1988,0.0462,8.9195,0.1546,2.6179,0.0039,4678.2935,43.3484,-0.0948,0.058,0.0398,0.022,-0.058,0.03512300189018521,0.2255,0.03903748340317367,-0.28350000000000003,0.05492621098677441
2425044,RGB,1.5509,0.0649,11.0832,0.2072,2.5406,0.0043,4669.749,46.7002,0.0548,0.058,0.0116,0.022,-0.0686,0.03754527788261178,0.2633,0.04147732611587203,-0.3319,0.058519796930832306
2425348,RGB,1.4138,0.0592,12.362,0.2313,2.4034,0.0042,4594.021,42.7248,-0.0065,0.058,0.0399,0.022,-0.0769,0.033911863893971925,0.2844,0.037682015229452366,-0.36129999999999995,0.05302499481626621
2425375,RGB,1.3742,0.0576,10.6486,0.1992,2.5227,0.0043,4588.6533,45.1256,0.1426,0.058,0.007,0.022,-0.0726,0.033306294895865285,0.2957,0.037139827959963845,-0.3683,0.05217897740012402
2425631,RGB,1.5624,0.0604,15.97,0.2772,2.2196,0.0038,4563.9126,41.9763,-0.1505,0.058,0.0351,0.022,-0.1081,0.03451743289207857,0.2537,0.03795310886419663,-0.3618,0.0536626400803176
2435987,RGB,1.1804,0.0453,10.4566,0.18,2.4719,0.0044,4379.4907,51.6631,0.2818,0.058,0.0341,0.022,0.0703,0.044509321360838155,0.2143,0.046899198810757256,-0.144,0.06764202856716522
2436209,RGB,1.1778,0.0451,8.492,0.1461,2.6528,0.0045,4424.1284,54.6311,0.3242,0.058,0.012,0.022,0.0575,0.04783995085042469,0.1853,0.050423416062432655,-0.1278,0.07271482488345939
2436332,RGB,1.1369,0.0471,11.8833,0.2198,2.342,0.0044,4297.9683,46.4303,0.3569,0.058,0.0412,0.022,0.0834,0.03542578638923853,0.2436,0.03795310886419663,-0.1602,0.05431144286890309
2436417,RC,1.0915,0.0402,11.8854,0.1988,2.3288,0.0042,4456.235,52.411,0.3006,0.058,0.0418,0.022,0.0938,0.043903752362731516,0.2382,0.046899198810757256,-0.1444,0.06720514848126864
2436540,RGB,1.139,0.0471,8.3273,0.1537,2.6553,0.0048,4421.1313,55.0015,0.3089,0.058,0.0074,0.022,0.0451,0.04905108884663797,0.2067,0.051507790601409705,-0.1616,0.07441059942080218
2436688,RGB,1.0864,0.0421,7.1043,0.1235,2.7728,0.0047,4470.654,56.4387,0.3155,0.058,0.024,0.022,0.08,0.05056501134190457,0.2272,0.053134352409875275,-0.1472,0.07673500562956427
2436814,RGB,1.046,0.0434,12.1831,0.2253,2.2827,0.0045,4299.03,47.4193,0.2909,0.058,0.0376,0.022,0.062,0.037848062381665104,0.2507,0.04039295157689498,-0.18869999999999998,0.05790707355430321
2436884,RGB,1.1677,0.0461,21.4017,0.3776,1.8262,0.0042,4021.495,43.8832,0.2942,0.058,0.0252,0.022,0.0673,0.03572857088829185,0.2126,0.037139827959963845,-0.1453,0.05391551863932495
2436900,RGB,1.1324,0.044,10.5737,0.1842,2.4438,0.0046,4362.904,53.4634,0.2567,0.058,0.0444,0.022,0.0804,0.04844551984853133,0.2355,0.050694509697176926,-0.1551,0.07335819829010229
2437164,RC,1.0349,0.0428,11.0638,0.2062,2.3679,0.0044,4491.447,49.1396,0.3198,0.058,0.0334,0.022,0.1012,0.03815084688071842,0.2581,0.04147732611587203,-0.15689999999999998,0.058950459440861906
2437191,RGB,1.1969,0.0494,5.5449,0.1019,3.0301,0.0049,4719.737,58.8701,0.0853,0.058,0.0313,0.022,0.0296,0.06055689981066416,0.2138,0.06316481689541296,-0.18419999999999997,0.09154464171270743
2437340,RGB,1.1717,0.047,21.9575,0.3949,1.8047,0.0042,4020.3525,43.4305,0.2976,0.058,0.0316,0.022,0.0672,0.03482021739113189,0.2094,0.03632654705573106,-0.1422,0.0526432694538801
2437353,RC,1.1438,0.0421,11.2462,0.188,2.3971,0.0042,4488.1904,52.4083,0.3261,0.058,0.0442,0.022,0.0847,0.042995398865571556,0.2418,0.04608591790652448,-0.1571,0.0659340746393454
2437507,RGB,1.2294,0.0474,14.5454,0.2511,2.1964,0.004,4242.6084,42.4906,0.3079,0.058,0.0332,0.022,0.0842,0.033306294895865285,0.2596,0.03578435978624253,-0.1754,0.051139615085578134
2437564,RC,1.1716,0.0431,11.3226,0.1893,2.4017,0.0042,4466.895,52.6909,0.3441,0.058,0.0159,0.022,0.0536,0.04360096786367819,0.194,0.046628105176013,-0.1404,0.06678143950963542
2437692,RC,1.5786,0.0612,10.8452,0.1916,2.5686,0.0038,4780.9116,45.5852,0.1334,0.058,-0.0147,0.022,-0.0646,0.03360907939491861,0.2555,0.03795310886419663,-0.3201,0.053021460432818135
2437805,RC,1.2898,0.0494,11.8638,0.2055,2.4028,0.0042,4493.0347,50.2681,0.3324,0.058,0.0486,0.022,0.0849,0.03966476937598502,0.2335,0.04283279428959334,-0.1486,0.06106790812803734
2437816,RGB,1.2093,0.0467,15.4767,0.2673,2.1333,0.0039,4209.3164,40.7251,0.3327,0.058,0.0416,0.022,0.0848,0.028461742911012156,0.2673,0.03063358072610156,-0.1825,0.04374241817651523
2438051,RC,1.1863,0.0437,11.6618,0.195,2.3814,0.0042,4455.201,52.3258,0.3232,0.058,0.0289,0.022,0.0729,0.04360096786367819,0.2015,0.04635701154126874,-0.1286,0.06657565106608974
2441510,RC,1.0504,0.0432,11.501,0.2135,2.3407,0.0042,4790.4014,48.7566,-0.2103,0.058,0.0718,0.022,0.0112,0.04269261436651823,0.1835,0.04635701154126874,-0.1723,0.06592395350754092
2442382,RGB,1.2977,0.0541,4.4612,0.0832,3.2541,0.0043,4863.6235,48.7823,0.1572,0.058,0.0274,0.022,-0.0216,0.04178426086935827,0.3348,0.04608591790652448,-0.3564,0.0650696932368454
2442559,RC,1.5467,0.0598,11.1049,0.1959,2.5392,0.0045,4880.4097,60.0036,-0.1958,0.058,0.0857,0.022,-0.1493,0.07115435727753039,0.2974,0.07265309411146212,-0.4467,0.10639178480735309
2443055,RC,1.2143,0.05,10.9758,0.2039,2.4442,0.0044,4730.29,52.9344,0.008,0.058,0.0349,0.022,-0.059,0.04723438185231804,0.1914,0.05096560333192119,-0.25039999999999996,0.07269052203575802
2443573,RGB,1.516,0.0584,10.6716,0.1849,2.5638,0.0039,4702.237,43.6981,-0.0403,0.058,0.0135,0.022,-0.1364,0.033911863893971925,0.2953,0.03795310886419663,-0.4317,0.053234322895823215
2443691,RGB,1.1698,0.0491,9.751,0.1827,2.5293,0.0043,4496.713,44.6983,0.2441,0.058,0.0226,0.022,0.0287,0.03663692438545182,0.3249,0.03985076430740646,-0.2962,0.056625966334197406
2444316,RC,1.1711,0.0483,11.0775,0.2059,2.4205,0.0041,4674.9453,45.9796,0.0396,0.058,0.0177,0.022,-0.024,0.04360096786367819,0.2011,0.04717029244550152,-0.2251,0.06719440683377302
2444348,RGB,1.7807,0.0688,14.2214,0.2469,2.3815,0.0038,4562.0684,41.0213,0.1035,0.058,0.0092,0.022,-0.0309,0.028461742911012156,0.2812,0.03226014253456713,-0.3121,0.04499395591954648
2444598,RC,1.1199,0.0463,10.8742,0.2025,2.4172,0.0039,4538.9365,39.9352,0.3185,0.058,0.0009,0.022,0.0117,0.024222759924265664,0.2304,0.027922644378658948,-0.2187,0.03865677754036359
2445426,RGB,1.5281,0.0586,6.7091,0.116,2.9706,0.0039,4875.4233,45.9193,0.0059,0.058,0.0033,0.022,-0.1431,0.0363341398863985,0.2479,0.04093513884638351,-0.391,0.057246639470717633
2445947,RC,1.1605,0.0476,10.9139,0.2024,2.4295,0.0041,4900.697,47.8142,-0.3404,0.058,0.0843,0.022,0.0071,0.04874830434758465,0.1983,0.0523210715056425,-0.1912,0.07480853008862132
2446141,RC,1.5224,0.0626,11.0552,0.2052,2.5362,0.0041,4781.3115,46.3387,0.0712,0.058,-0.0115,0.022,-0.0603,0.0363341398863985,0.3005,0.04039295157689498,-0.3608,0.05682742780279692
2446327,RGB,1.1603,0.0448,8.6178,0.1496,2.6336,0.0044,4580.884,52.549,-0.0047,0.058,0.0385,0.022,0.0369,0.05147336483906454,0.1253,0.054218726948852325,-0.08839999999999999,0.07821154204936508
2447046,RGB,1.3968,0.0536,5.2415,0.0906,3.146,0.0045,4858.6343,57.5892,0.0067,0.058,0.0009,0.022,-0.107,0.05843740831729092,0.2512,0.061538255086947394,-0.35819999999999996,0.08878105695322701
2447476,RGB,1.4015,0.054,7.3393,0.1272,2.8551,0.0043,4655.856,51.7134,0.2351,0.058,0.0004,0.022,-0.0249,0.04238982986746491,0.3721,0.04608591790652448,-0.39699999999999996,0.06550051048984656
2448225,RC,1.4984,0.0583,12.0027,0.2124,2.4579,0.0037,4661.4556,42.2575,0.1733,0.058,-0.0067,0.022,-0.033,0.028461742911012156,0.3625,0.032531236169311396,-0.39549999999999996,0.04520486697796132
2448260,RC,1.4814,0.0608,11.2226,0.2081,2.5113,0.0041,4897.1387,47.6366,-0.2272,0.058,0.0522,0.022,-0.1219,0.044509321360838155,0.2272,0.04852576061922283,-0.3491,0.06887925762987833
2448679,RC,1.4427,0.0559,11.2309,0.1983,2.4991,0.0038,4818.2847,45.4783,-0.0897,0.058,0.0294,0.022,-0.1064,0.037848062381665104,0.2395,0.04201951338536055,-0.3459,0.05915168869483322
2448756,RC,1.3181,0.0542,11.2191,0.2082,2.4608,0.004,4797.8765,45.09,-0.0954,0.058,0.0468,0.022,-0.1002,0.03754527788261178,0.2541,0.04174841975061629,-0.3543,0.058728645201642206
2449327,RC,0.9855,0.0384,11.3273,0.2006,2.3262,0.004,4609.972,48.4238,0.0127,0.058,0.0679,0.022,0.0514,0.04238982986746491,0.1387,0.04581482427178021,-0.08729999999999999,0.06529341157757919
2449374,RC,1.4552,0.06,11.4392,0.2127,2.4869,0.0039,4642.4697,41.6421,0.2564,0.058,0.004,0.022,-0.0749,0.02664503591669223,0.2581,0.0303624870913573,-0.33299999999999996,0.0422475808014557
2449570,RGB,1.2425,0.0519,6.3548,0.1186,2.9279,0.0042,4769.9395,45.0922,0.061,0.058,0.0226,0.022,-0.0333,0.03451743289207857,0.2417,0.038766389768429416,-0.275,0.05428980725098077
2449858,RC,1.2298,0.0505,12.3616,0.2293,2.3465,0.0043,4866.0796,51.4859,-0.141,0.058,0.0549,0.022,-0.1216,0.05147336483906454,0.3816,0.054760914218340846,-0.5032,0.07862195215404652
2451509,RGB,1.7554,0.0673,8.5036,0.147,2.825,0.0039,4868.426,46.5419,-0.1023,0.058,0.0157,0.022,-0.164,0.039361984876931704,0.2179,0.04364607519382612,-0.3819,0.06147596978232975
2554924,RC,1.3017,0.0507,11.3949,0.2017,2.4419,0.0037,4614.5957,41.4556,0.1851,0.058,0.0225,0.022,0.0608,0.027553389413852193,0.2724,0.03144686163033435,-0.21159999999999998,0.04372621365476689
2556297,RC,1.092,0.0452,10.901,0.203,2.4041,0.0039,4527.799,39.9207,0.2955,0.058,0.0015,0.022,-0.023,0.024525544423318984,0.1697,0.02819373801340321,-0.19269999999999998,0.039079101453508465
2556640,RC,1.4738,0.057,11.1819,0.1973,2.5122,0.0038,4873.7993,46.8989,-0.2105,0.058,0.0532,0.022,-0.0275,0.043298183364624876,0.1899,0.04717029244550152,-0.2174,0.06697816922954312
2557115,RGB,1.3017,0.0549,17.7386,0.333,2.0435,0.0041,4347.832,38.7125,0.0057,0.058,0.0478,0.022,0.0483,0.02815895841195883,0.1957,0.031175767995590086,-0.1474,0.04394201727496888
2557864,RC,1.0405,0.0431,11.2092,0.2088,2.3589,0.004,4512.2974,41.3384,0.2665,0.058,0.048,0.022,0.0599,0.02694782041574555,0.1974,0.03063358072610156,-0.13749999999999998,0.04267014699908113
2557942,RC,1.0889,0.0422,10.7471,0.1897,2.4152,0.0038,4830.892,46.3071,-0.2063,0.058,0.0721,0.022,0.007,0.04178426086935827,0.1548,0.04581482427178021,-0.1478,0.06486145812410653
2558794,RC,1.2195,0.0473,10.9465,0.1934,2.4484,0.0038,4760.7305,44.843,-0.0962,0.058,0.0361,0.022,-0.0546,0.03663692438545182,0.2024,0.04093513884638351,-0.257,0.05745969536385086
2568654,RGB,1.1547,0.045,16.5076,0.2879,2.0544,0.0041,4291.641,44.1891,0.0804,0.058,0.0539,0.022,0.0165,0.0363341398863985,0.1127,0.03903748340317367,-0.0962,0.05578867100244887
2569055,RC,1.1447,0.0421,11.4482,0.1913,2.382,0.0041,4487.1904,51.5347,0.315,0.058,0.0459,0.022,0.0846,0.04148147637030495,0.2541,0.044459356098058914,-0.16949999999999998,0.06360954805074197
2569078,RGB,1.2484,0.0485,13.5199,0.2354,2.2685,0.0042,4389.029,47.4766,0.1428,0.058,0.0315,0.022,0.0242,0.03996755387503834,0.1468,0.04283279428959334,-0.12260000000000001,0.061285021566053366
2569204,RGB,1.2713,0.0504,28.0942,0.4968,1.6208,0.0041,3925.9507,40.6584,0.281,0.058,0.0248,0.022,0.0616,0.031792372400598685,0.2034,0.03307342343879992,-0.14179999999999998,0.047994668331247686
2569360,RGB,1.1473,0.0442,13.7388,0.2371,2.2166,0.0041,4259.5474,45.7497,0.2699,0.058,0.0232,0.022,0.0816,0.0363341398863985,0.2285,0.038766389768429416,-0.1469,0.055582556751914085
2569618,RGB,1.1669,0.0453,8.5425,0.1486,2.6437,0.0046,4426.867,54.4616,0.3001,0.058,0.0361,0.022,0.0548,0.04814273534947801,0.259,0.050694509697176926,-0.2042,0.07313874867483573
2569935,RGB,1.0449,0.0419,25.9982,0.4644,1.6024,0.0038,4006.1475,34.443,0.3198,0.058,0.0347,0.022,0.0551,0.022103268430892418,0.2383,0.02358514622275076,-0.1832,0.033814437350273834
2570172,RGB,1.1559,0.0448,7.3924,0.1286,2.7651,0.0046,4454.226,55.328,0.3782,0.058,-0.0321,0.022,-0.0113,0.04753716635137136,0.2408,0.0501523224276884,-0.2521,0.0722909147086014
2570214,RC,1.0511,0.0411,11.4045,0.2024,2.3483,0.0043,4458.431,51.0044,0.2674,0.058,0.0414,0.022,0.154,0.04238982986746491,0.2331,0.04554373063703595,-0.0791,0.06508678283619035
2570370,RC,1.7146,0.0706,11.0537,0.2053,2.5879,0.0044,4732.51,51.4412,0.1956,0.058,-0.0168,0.022,-0.0949,0.055712347825811026,0.2778,0.05882731873950477,-0.3727,0.08476097026979841
2570578,RC,1.4832,0.0612,12.7396,0.2371,2.4017,0.0042,4593.0806,46.1069,0.2719,0.058,0.0221,0.022,0.011,0.033306294895865285,0.3212,0.03686873432521958,-0.3102,0.051969939630551285
2571164,RC,1.3197,0.0546,12.0961,0.2254,2.396,0.0042,4488.993,45.323,0.3067,0.058,0.0306,0.022,0.1152,0.032700725897758645,0.2201,0.036055453420986795,-0.1049,0.050915044541461334
2571524,RC,0.9495,0.0393,10.7045,0.1994,2.3591,0.0044,4505.9443,48.8524,0.3392,0.058,0.0419,0.022,0.0902,0.03663692438545182,0.2531,0.03985076430740646,-0.1629,0.056625966334197406
2572323,RGB,1.1487,0.0481,11.6881,0.2187,2.361,0.0044,4580.23,47.0729,-0.1299,0.058,0.0545,0.022,-0.0075,0.04208704536841159,0.1637,0.04527263700229169,-0.17120000000000002,0.06466316523237034
2572667,RC,1.0937,0.0451,10.4563,0.1944,2.4409,0.0044,4654.865,52.0764,0.1306,0.058,0.0185,0.022,0.0013,0.044812105859891475,0.2414,0.04825466698447857,-0.2401,0.0688886203117651
2573092,RC,1.4221,0.0542,11.5711,0.1998,2.467,0.0037,4705.8564,43.5568,0.0012,0.058,0.0265,0.022,0.0065,0.033003510396811965,0.2237,0.037139827959963845,-0.2172,0.05196576858996086
2573548,RGB,1.4553,0.0568,20.5841,0.3607,1.96,0.0039,4236.252,41.2276,0.1937,0.058,0.0316,0.022,0.0406,0.03027844990533208,0.1959,0.032802329804055654,-0.1553,0.04669728212283868
2575044,RC,1.0404,0.0427,10.3835,0.1926,2.4253,0.0047,4871.2847,58.9751,-0.2758,0.058,0.0672,0.022,-0.0246,0.072668279772797,0.1732,0.07373746865043916,-0.1978,0.10831158338043767
2577330,RC,0.9781,0.0403,10.3478,0.1924,2.4015,0.004,4673.869,42.9901,0.0316,0.058,0.0525,0.022,0.0148,0.031792372400598685,0.108,0.03578435978624253,-0.0932,0.05006454884710911
2578198,RGB,1.2851,0.0488,8.0432,0.1376,2.7379,0.0043,4778.1675,54.0871,-0.1531,0.058,0.0417,0.022,-0.0891,0.05722627032107763,0.2199,0.05991169327848182,-0.309,0.08667607766197591
2578581,RGB,1.2295,0.0505,4.412,0.0809,3.2402,0.0051,4935.9883,65.1944,-0.1897,0.058,0.0782,0.022,-0.0488,0.08629358223019643,0.2381,0.08566558857918669,-0.2869,0.12721400750414386
2579661,RGB,1.4409,0.0552,5.897,0.1019,3.0572,0.0039,4922.587,47.4391,-0.103,0.058,0.0425,0.022,-0.0992,0.0408759073721983,0.198,0.04527263700229169,-0.2972,0.06380026885808927
2580691,RGB,1.1076,0.0428,8.278,0.1437,2.6483,0.0044,4567.4854,52.0323,0.0922,0.058,0.0416,0.022,0.0055,0.04905108884663797,0.1678,0.052049977870898226,-0.1623,0.0748205538489889
2581533,RGB,1.3698,0.0528,9.2842,0.161,2.641,0.0044,4651.5234,54.721,0.096,0.058,0.0183,0.022,-0.0408,0.05147336483906454,0.2368,0.05448982058359659,-0.2776,0.07841654699977291
2582764,RC,1.0939,0.0449,10.6632,0.1979,2.424,0.0041,4816.0815,45.7409,-0.1918,0.058,0.0595,0.022,0.0148,0.0408759073721983,0.1548,0.04500154336754743,-0.13999999999999999,0.06359171019499665
2583658,RGB,1.0803,0.0452,9.9855,0.1867,2.4733,0.0042,4640.0605,43.7929,-0.2121,0.058,0.0764,0.022,-0.0253,0.0408759073721983,0.1436,0.04418826246331464,-0.1689,0.06296889235257297
2584202,RGB,1.2954,0.0542,10.5554,0.1974,2.5044,0.0042,4647.6445,42.5935,-0.0179,0.058,0.0365,0.022,-0.0288,0.032397941398705325,0.3027,0.03632654705573106,-0.3315,0.05091021046292766
2584477,RGB,1.2061,0.0464,6.0386,0.1046,2.9593,0.0043,4733.683,52.8372,0.1552,0.058,0.0228,0.022,-0.0226,0.04602324385610476,0.3112,0.049610135158199876,-0.3338,0.07078956378969191
2584478,RGB,1.2754,0.0489,4.8838,0.0844,3.1679,0.0045,4843.019,57.2079,0.0758,0.058,0.0204,0.022,-0.1575,0.055712347825811026,0.306,0.05909841237424903,-0.4635,0.084966156155146
2692438,RGB,1.1405,0.0437,19.4288,0.3342,1.9018,0.0038,4441.809,41.4763,-0.4453,0.058,0.1241,0.022,-0.0157,0.04057312287314499,0.13,0.043374981559081864,-0.1457,0.06213239466960821
2693261,RC,1.3901,0.0541,11.8989,0.2105,2.4328,0.0037,4673.8657,42.6501,0.1221,0.058,0.0059,0.022,-0.0885,0.029672880907225436,0.3093,0.03361561070828844,-0.39780000000000004,0.0468951517757052
2695975,RGB,1.4253,0.0547,21.6577,0.373,1.9045,0.0037,4367.496,39.3123,-0.099,0.058,0.0698,0.022,-0.0301,0.0305812344043854,0.2581,0.03361561070828844,-0.2882,0.04753591052833457
2696628,RGB,1.2526,0.0483,20.491,0.3537,1.8965,0.0037,4250.506,37.6594,0.0227,0.058,0.0344,0.022,0.0241,0.02694782041574555,0.2179,0.029549206187124515,-0.1938,0.041832447670382
2696732,RGB,1.2376,0.0475,6.7713,0.1171,2.871,0.0039,4825.7744,46.1991,-0.1499,0.058,0.0575,0.022,-0.0892,0.03996755387503834,0.1835,0.04391716882857038,-0.2727,0.062113772981664685
2696739,RGB,1.2057,0.0461,4.5486,0.0785,3.2053,0.004,4987.4287,49.5368,-0.3325,0.058,0.0827,0.022,-0.0351,0.05147336483906454,0.193,0.0550320078530851,-0.2281,0.0788277543836964
2707336,RC,1.0568,0.0438,11.179,0.2084,2.368,0.0041,4479.091,43.6694,0.297,0.058,0.0249,0.022,0.1088,0.02997566540627876,0.2334,0.03334451707354418,-0.1246,0.04689831115136768
2707716,RC,1.0943,0.0453,11.2432,0.2095,2.3782,0.0043,4479.2666,46.4069,0.3541,0.058,0.0314,0.022,0.0921,0.033306294895865285,0.2168,0.03659764069047532,-0.12469999999999999,0.05176147748472057
2708001,RGB,1.3717,0.0551,20.797,0.3781,1.924,0.0038,4266.9326,39.6024,0.0348,0.058,0.0355,0.022,-0.0014,0.029672880907225436,0.2009,0.03226014253456713,-0.2023,0.045850357342892584
2708270,RGB,1.1546,0.0446,16.919,0.2925,2.0324,0.0037,4164.734,35.8201,0.2867,0.058,0.0353,0.022,0.0748,0.022406052929945738,0.2415,0.02466952076172781,-0.1667,0.034859221336661944
2710002,RGB,1.1787,0.0475,27.6777,0.4991,1.6005,0.0044,3897.2393,45.2089,0.3462,0.058,0.019,0.022,0.0655,0.038756415878825064,0.2365,0.039579670672662194,-0.17099999999999999,0.05795473246037692
2710472,RGB,1.5025,0.0578,10.6067,0.1837,2.5652,0.0041,4707.8853,49.4073,-0.127,0.058,0.0263,0.022,-0.1221,0.04693159735326472,0.3166,0.050423416062432655,-0.4387,0.07206036671149646
2712761,RGB,1.133,0.0437,8.1415,0.1412,2.6726,0.0046,4630.744,58.2267,-0.1422,0.058,0.055,0.022,0.001,0.06903486578415714,0.0766,0.0699421577640195,-0.0756,0.10281532618039597
