KIC,Mass,S_Mass,Radius,S_Radius,Logg_Seis,S_Logg_Seis,Teff,S_Teff,[Fe/H],S_[Fe/H],[Alp/Fe],S_[Alp/Fe],[C/Fe],S_[C/Fe],[N/Fe],S_[N/Fe],[C/N],S_[C/N]
3553529,1.6489,0.0635,7.034,0.1218,2.9626,0.0046,4715.1187,57.5907,0.2952,0.058,0.009,0.022,-0.071,0.05147336483906454,0.4639,0.054760914218340846,-0.5348999999999999,0.07862195215404652
3554732,1.1069,0.0482,24.3515,0.4867,1.6861,0.0038,4267.833,38.795,-0.2823,0.058,0.0781,0.022,-0.0113,0.033306294895865285,0.1812,0.036055453420986795,-0.1925,0.05134630808880233
3555594,1.3996,0.0538,8.3219,0.1441,2.7453,0.0043,4743.362,52.0838,-0.0258,0.058,0.0199,0.022,-0.082,0.055409563326757706,0.3008,0.058285131470016245,-0.38280000000000003,0.08413220448369299
3556560,1.3849,0.0578,10.6972,0.1998,2.522,0.0042,4727.8013,44.3419,-0.1988,0.058,0.0449,0.022,-0.0613,0.039059200377878384,0.2228,0.04283279428959334,-0.2841,0.06063588494791823
3556684,1.3681,0.0573,9.4597,0.177,2.6241,0.0045,4606.3423,50.0141,0.0062,0.058,0.0547,0.022,0.035,0.04572045935705144,0.195,0.049067947888711355,-0.16,0.07015947471905877
3559123,1.3529,0.0564,10.7526,0.2007,2.5071,0.0046,4783.479,53.6345,-0.3412,0.058,0.0488,0.022,-0.0902,0.0626763913040374,0.2304,0.06424919143439001,-0.3206,0.09390396742427616
3559502,1.2188,0.0471,7.4954,0.1301,2.7761,0.0038,4586.772,40.7381,0.2868,0.058,-0.0036,0.022,0.0174,0.025433897920478944,0.3205,0.029007018917635994,-0.30310000000000004,0.04034642091952381
3559893,1.5841,0.0661,9.5899,0.179,2.6759,0.0045,4808.029,51.0986,-0.1093,0.058,0.0514,0.022,-0.0945,0.050262226842851254,0.2647,0.053676539679363804,-0.35919999999999996,0.0769269467792514
3561194,1.4428,0.0605,15.1234,0.2832,2.2328,0.0041,4539.826,41.4543,-0.1091,0.058,0.0283,0.022,-0.0395,0.033003510396811965,0.2606,0.03659764069047532,-0.3001,0.05154684301742787
3629684,1.335,0.0507,8.1613,0.1398,2.7418,0.0042,4710.042,51.7265,0.0024,0.058,0.019,0.022,-0.0604,0.04783995085042469,0.2705,0.05123669696666545,-0.3309,0.07333132402200637
3630172,1.4684,0.0619,17.8873,0.3357,2.0902,0.0041,4366.086,38.7928,0.0437,0.058,0.0208,0.022,-0.0373,0.027553389413852193,0.1944,0.03063358072610156,-0.2317,0.043095875155383094
3631092,1.7925,0.0685,5.5171,0.0952,3.2098,0.004,5008.785,49.0491,-0.0588,0.058,0.0206,0.022,-0.1237,0.04178426086935827,0.2818,0.04635701154126874,-0.40549999999999997,0.06527838991126161
3631766,1.3153,0.0553,15.2908,0.2866,2.1815,0.0045,4458.081,49.0522,-0.0642,0.058,0.0382,0.022,-0.0185,0.04632602835515808,0.2169,0.049067947888711355,-0.2354,0.07059541508008964
3631817,1.1582,0.0484,9.1807,0.1714,2.5777,0.0052,4749.1787,64.8316,-0.3115,0.058,0.1042,0.022,-0.034,0.09386319470652944,0.1442,0.09135855490881617,-0.1782,0.1370351630750346
3633057,1.3243,0.0508,9.4046,0.1627,2.6151,0.0039,4815.129,46.2625,-0.3089,0.058,0.0813,0.022,-0.018,0.045114890358944795,0.2035,0.04852576061922283,-0.22149999999999997,0.06931222050832281
3634224,1.2521,0.0482,6.6508,0.1152,2.8917,0.0039,4686.152,44.7456,0.1462,0.058,0.0341,0.022,-0.0483,0.032397941398705325,0.3071,0.03659764069047532,-0.3554,0.05112025081222499
3641504,1.2152,0.0465,6.4673,0.1116,2.903,0.0044,5001.473,57.9911,-0.4063,0.058,0.0618,0.022,-0.0253,0.07781561625670344,0.1932,0.07807496680634735,-0.2185,0.11532609176427018
3642038,1.4989,0.0577,11.2226,0.1944,2.5146,0.0039,4720.1123,44.0946,-0.1503,0.058,0.0194,0.022,-0.103,0.03754527788261178,0.2211,0.041206232481127765,-0.3241,0.05831146098280273
3642837,1.2316,0.0474,6.9209,0.1199,2.8499,0.0046,4711.8506,58.8374,0.133,0.058,0.0329,0.022,0.054,0.05934576181445087,0.2287,0.062080442356435915,-0.1747,0.08984847352567904
3643717,1.349,0.057,18.2276,0.3427,2.0352,0.0041,4264.542,37.6308,0.0734,0.058,0.0569,0.022,0.0327,0.03542578638923853,0.1452,0.03795310886419663,-0.11249999999999999,0.05431144286890309
3644223,1.2264,0.0469,4.9742,0.0859,3.135,0.0039,4945.2114,47.8719,-0.1726,0.058,0.0498,0.022,-0.0441,0.043903752362731516,0.1641,0.047983573349734306,-0.2082,0.0680325307932608
3644958,1.5812,0.0605,6.8782,0.1187,2.9638,0.004,4972.3794,48.9266,-0.2182,0.058,0.0488,0.022,-0.0898,0.04632602835515808,0.1859,0.050423416062432655,-0.2757,0.07162713892303302
3645589,1.2296,0.0473,5.1357,0.0889,3.1084,0.0038,4759.199,43.5548,0.188,0.058,0.0122,0.022,0.0331,0.029672880907225436,0.2903,0.0338867043430327,-0.2572,0.04710601032711553
3646127,1.2475,0.048,9.2332,0.1599,2.6051,0.0043,4736.6436,53.6241,-0.191,0.058,0.043,0.022,-0.0266,0.058134623818237585,0.2083,0.060453880547970344,-0.2349,0.08774421240990833
3647291,1.1978,0.0468,25.1549,0.4411,1.6922,0.0038,4339.717,39.8988,-0.361,0.058,0.065,0.022,-0.0248,0.0363341398863985,0.2388,0.03903748340317367,-0.2636,0.05578867100244887
3654897,1.546,0.0603,24.0376,0.421,1.8472,0.0038,4412.4023,40.2902,-0.2265,0.058,0.0237,0.022,-0.1118,0.033911863893971925,0.2476,0.037139827959963845,-0.3594,0.05260803083175073
3657670,1.0927,0.0456,7.3856,0.1379,2.7415,0.0044,4769.5723,49.8381,-0.3067,0.058,0.092,0.022,0.0092,0.05329007183338446,0.1303,0.05611638239206215,-0.1211,0.08095990280768045
3658900,1.1158,0.0467,8.0649,0.1508,2.6742,0.0046,4644.7676,51.6781,0.0496,0.058,0.04,0.022,-0.028,0.04783995085042469,0.259,0.05123669696666545,-0.28700000000000003,0.07333132402200637
3660374,1.4869,0.0573,10.2403,0.1775,2.5914,0.004,4664.7983,45.6262,0.0425,0.058,0.0046,0.022,-0.0745,0.0363341398863985,0.2753,0.04012185794215072,-0.3498,0.056618605033631635
3661266,1.394,0.0537,10.3728,0.1797,2.5519,0.0044,4690.447,54.3507,-0.1666,0.058,0.0326,0.022,-0.0653,0.05934576181445087,0.2305,0.061538255086947394,-0.2958,0.08944069379843939
3661494,1.1092,0.0425,6.501,0.1124,2.8588,0.004,4867.5645,47.4152,-0.3545,0.058,0.1233,0.022,-0.0164,0.04814273534947801,0.1558,0.05177888423615397,-0.1722,0.07396127586484894
3663047,1.1398,0.044,8.4641,0.1468,2.6415,0.0039,4640.4717,44.7286,-0.0501,0.058,0.055,0.022,-0.0152,0.03724249338355846,0.2649,0.04093513884638351,-0.2801,0.057888205908079235
3729799,1.3293,0.0511,11.0105,0.1906,2.4785,0.0039,4750.5454,45.1963,-0.3099,0.058,0.0768,0.022,-0.0554,0.043298183364624876,0.2094,0.046628105176013,-0.2648,0.06656409360621698
3729833,1.3682,0.0527,9.4898,0.1645,2.6214,0.0039,4657.5674,43.3796,0.0449,0.058,0.0108,0.022,-0.0676,0.032397941398705325,0.2722,0.03632654705573106,-0.3398,0.05091021046292766
3730854,1.2268,0.0475,9.9602,0.173,2.5316,0.004,4527.4644,44.4363,0.1119,0.058,0.0238,0.022,0.04,0.033003510396811965,0.2512,0.03659764069047532,-0.21119999999999997,0.05154684301742787
3733028,1.605,0.0614,5.496,0.0949,3.1652,0.0039,4940.257,46.8841,0.0649,0.058,0.0002,0.022,-0.08,0.0363341398863985,0.2466,0.04093513884638351,-0.3266,0.057246639470717633
3734104,1.2413,0.0479,8.5362,0.148,2.6711,0.0038,4633.252,42.1497,0.0462,0.058,0.0327,0.022,0.0152,0.030884018903438722,0.2727,0.03469998524726549,-0.2575,0.04858613778683694
3735447,1.1237,0.0428,7.6032,0.1304,2.7284,0.0038,4598.258,42.6577,0.0651,0.058,0.0348,0.022,-0.0071,0.03148958790154536,0.1551,0.03524217251675401,-0.16219999999999998,0.04943187126040727
3735912,1.4955,0.0572,4.9449,0.0853,3.2263,0.0043,4989.1865,55.5917,-0.1397,0.058,0.0597,0.022,-0.1284,0.05843740831729092,0.2679,0.061538255086947394,-0.3963,0.08878105695322701
3742673,1.4528,0.0558,8.7667,0.1517,2.7163,0.0039,4770.0625,44.5988,-0.0252,0.058,0.0169,0.022,-0.0874,0.03512300189018521,0.2182,0.03930857703791794,-0.3056,0.055135548713531185
3744043,1.24,0.0469,6.0718,0.1037,2.9666,0.0039,4951.7905,48.9395,-0.3445,0.058,0.0662,0.022,-0.0625,0.05086779584095789,0.2383,0.054218726948852325,-0.3008,0.07777442039462588
3747777,1.6306,0.0629,11.3153,0.1962,2.5444,0.0038,4652.1455,42.5424,0.0549,0.058,-0.0088,0.022,-0.0946,0.030884018903438722,0.2869,0.03469998524726549,-0.3815,0.04858613778683694
3747860,1.1904,0.0458,10.6152,0.1839,2.4621,0.0039,4710.773,44.4787,-0.2755,0.058,0.0737,0.022,-0.0208,0.0408759073721983,0.181,0.04473044973280317,-0.20179999999999998,0.06338362476383
3749487,1.5341,0.0589,8.5866,0.1485,2.758,0.0039,4801.5044,44.9056,-0.0443,0.058,0.0055,0.022,-0.1327,0.0363341398863985,0.2518,0.04039295157689498,-0.38450000000000006,0.05682742780279692
3750614,1.0673,0.0412,8.4415,0.1465,2.6152,0.0038,4602.172,42.0063,-0.0651,0.058,0.0723,0.022,0.0234,0.033003510396811965,0.1781,0.03686873432521958,-0.1547,0.05175601968221241
3750891,1.185,0.0458,8.6362,0.1499,2.6409,0.0038,4592.0786,42.0214,0.0758,0.058,0.0308,0.022,0.0123,0.03027844990533208,0.2627,0.03415779797777697,-0.2504,0.04774056178584922
3756174,1.1825,0.0456,6.141,0.1065,2.9361,0.004,4631.785,46.1835,0.2354,0.058,0.0212,0.022,-0.0087,0.033911863893971925,0.2373,0.037682015229452366,-0.246,0.05302499481626621
3756180,1.2283,0.0474,8.7686,0.1521,2.6433,0.0045,4605.4805,55.2914,0.0664,0.058,0.0209,0.022,-0.0227,0.05450120982959774,0.263,0.0572007569310392,-0.2857,0.08265571791911817
3757193,1.5206,0.0678,27.6756,0.5597,1.7138,0.004,4132.106,37.3691,0.0975,0.058,0.0395,0.022,0.0442,0.02725060491479887,0.1573,0.029549206187124515,-0.11309999999999999,0.042048262779883695
3757928,1.1217,0.047,11.2916,0.2114,2.3811,0.0041,4557.32,41.33,-0.0675,0.058,0.0542,0.022,0.0148,0.032397941398705325,0.1648,0.03578435978624253,-0.15,0.050491875113546525
3758505,1.6009,0.0604,5.8652,0.1,3.1076,0.0041,5029.242,53.1114,-0.0862,0.058,0.043,0.022,-0.0121,0.057831839319184265,0.2162,0.06126716145220312,-0.2283,0.08813830776107205
3760664,1.1425,0.0438,6.8782,0.1188,2.8227,0.0044,4901.791,57.7863,-0.3712,0.058,0.0872,0.022,-0.0482,0.07781561625670344,0.1523,0.07780387317160309,-0.20049999999999998,0.11512540823705095
3762380,1.6193,0.0678,9.9079,0.1853,2.6572,0.0044,4627.8916,47.7761,0.182,0.058,0.0118,0.022,-0.0691,0.03815084688071842,0.436,0.04174841975061629,-0.5051,0.05915804977957467
3765372,1.1504,0.0441,17.0098,0.2927,2.0255,0.0041,4419.928,46.3444,-0.159,0.058,0.04,0.022,-0.0117,0.044206536861784836,0.1683,0.046628105176013,-0.18,0.06721811470444594
3765548,1.3214,0.0554,9.2652,0.1735,2.6271,0.0043,4548.337,45.5664,0.2701,0.058,0.0497,0.022,0.0654,0.03360907939491861,0.3689,0.037139827959963845,-0.3035,0.05239306840418566
3765594,1.3024,0.0546,12.205,0.2285,2.3784,0.0041,4557.7295,41.1206,0.0265,0.058,0.0281,0.022,-0.0148,0.02997566540627876,0.2122,0.0338867043430327,-0.227,0.04731783547581279
3831992,1.7815,0.0682,5.3421,0.0923,3.2352,0.0039,4909.605,46.3829,0.102,0.058,0.0027,0.022,-0.06,0.03451743289207857,0.2274,0.03930857703791794,-0.2874,0.054710641039100026
3833819,1.2475,0.0479,5.2405,0.0906,3.0971,0.0039,4828.1177,45.4883,0.0034,0.058,0.0064,0.022,-0.0324,0.03542578638923853,0.2621,0.03985076430740646,-0.2945,0.055768209318270694
3835996,1.159,0.0446,9.266,0.1604,2.5699,0.0039,4736.7427,44.6085,-0.2478,0.058,0.0783,0.022,-0.0209,0.0408759073721983,0.1542,0.044459356098058914,-0.1751,0.06317601724069953
3836911,1.3791,0.0578,9.227,0.1727,2.6493,0.0041,4561.23,40.9659,0.1525,0.058,0.0154,0.022,0.0474,0.027553389413852193,0.2663,0.031175767995590086,-0.21889999999999998,0.04351542648310757
3838180,1.3495,0.052,8.8285,0.1529,2.6782,0.0039,4701.74,43.4954,-0.0202,0.058,0.0354,0.022,-0.0759,0.03360907939491861,0.272,0.037682015229452366,-0.3479,0.05281143562749354
3839294,1.1211,0.0431,5.8408,0.1011,2.9565,0.0041,4789.4136,48.9105,-0.0506,0.058,0.0624,0.022,0.0394,0.043298183364624876,0.1135,0.04717029244550152,-0.0741,0.06697816922954312
3847071,1.2469,0.0479,8.3038,0.1437,2.6971,0.0039,4753.417,44.7659,-0.1349,0.058,0.0403,0.022,-0.0145,0.037848062381665104,0.1819,0.04174841975061629,-0.19640000000000002,0.05894296083518911
3847697,1.2107,0.0461,9.5583,0.1638,2.5618,0.0038,4656.6157,42.823,-0.0794,0.058,0.0397,0.022,0.059,0.034214648393025245,0.2943,0.03795310886419663,-0.2353,0.05344805290027291
3849527,1.6909,0.0649,10.5847,0.183,2.6186,0.0043,4849.3564,55.073,-0.3136,0.058,0.1107,0.022,0.0005,0.06479588279741065,0.2422,0.0664179405123441,-0.2417,0.09707652778848475
3854943,1.7846,0.0674,5.7474,0.0981,3.1724,0.0039,4985.5137,48.4418,-0.0454,0.058,0.0235,0.022,-0.0444,0.04057312287314499,0.2553,0.04527263700229169,-0.2997,0.06358631960376951
3855039,1.125,0.0435,13.9403,0.2422,2.1943,0.0039,4515.5938,43.5299,-0.182,0.058,0.0645,0.022,0.026,0.038756415878825064,0.1351,0.04201951338536055,-0.1091,0.05979737107798944
3855126,1.1895,0.0458,8.4856,0.1471,2.6578,0.0038,4668.583,42.8784,-0.0123,0.058,0.0477,0.022,-0.0378,0.032700725897758645,0.2303,0.03659764069047532,-0.2681,0.051333097078115245
3858287,1.3515,0.0565,12.2225,0.2284,2.3934,0.0046,4699.905,51.8385,-0.3398,0.058,0.076,0.022,-0.1166,0.05843740831729092,0.1916,0.060453880547970344,-0.3082,0.08796479526880539
3858634,1.7857,0.0747,12.4666,0.2331,2.4992,0.0042,4655.908,42.7772,0.0112,0.058,0.0052,0.022,-0.1278,0.032095156899652005,0.2795,0.03578435978624253,-0.4073,0.05027775425991509
3860179,1.082,0.0415,4.3755,0.0757,3.192,0.0041,4847.013,50.5375,-0.1074,0.058,0.0659,0.022,-0.0341,0.04753716635137136,0.0581,0.051507790601409705,-0.0922,0.07332094468923349
3860253,1.7858,0.0676,8.3682,0.143,2.8464,0.0039,4852.3076,46.2703,-0.0806,0.058,0.0057,0.022,-0.1849,0.038756415878825064,0.2596,0.04283279428959334,-0.4445,0.06042099096272058
3861797,1.045,0.0401,4.8795,0.0844,3.0821,0.0045,4830.328,58.576,-0.2407,0.058,0.1062,0.022,0.0061,0.07175992627563703,0.1211,0.07292418774620638,-0.115,0.1070384166325651
3862863,1.1637,0.0488,9.7561,0.1827,2.5266,0.0041,4525.9043,40.5149,0.1058,0.058,0.0321,0.022,-0.014,0.02815895841195883,0.1562,0.03171795526507861,-0.17020000000000002,0.04436089274283424
3864625,1.301,0.05,6.4428,0.1114,2.9359,0.0044,4813.1216,55.8773,-0.0326,0.058,0.0364,0.022,-0.0475,0.05692348582202431,0.2501,0.05991169327848182,-0.2976,0.08645662798351256
3866315,1.4308,0.0548,8.5563,0.1479,2.7308,0.004,4891.3594,49.2817,-0.3366,0.058,0.0936,0.022,-0.0637,0.05268450283527781,0.2401,0.055845288757317896,-0.3038,0.08031718274225268
3866912,1.3372,0.0514,7.058,0.1222,2.8686,0.0041,4769.1455,48.3124,-0.0245,0.058,-0.0104,0.022,-0.1369,0.04178426086935827,0.2701,0.04581482427178021,-0.40700000000000003,0.06486145812410653
3867193,1.2932,0.0498,9.7345,0.1687,2.5747,0.0038,4660.2275,42.7457,-0.0088,0.058,0.0429,0.022,-0.0843,0.032397941398705325,0.2631,0.03632654705573106,-0.3474,0.05091021046292766
3868102,1.2762,0.0536,12.2881,0.2302,2.3634,0.0046,4502.165,51.116,0.0136,0.058,0.0305,0.022,0.0029,0.04844551984853133,0.2498,0.05096560333192119,-0.2469,0.07356268584732445
3868123,1.4872,0.0623,13.4465,0.2516,2.3512,0.0044,4600.39,47.909,-0.0875,0.058,0.0031,0.022,-0.0884,0.043903752362731516,0.2341,0.04717029244550152,-0.3225,0.06741131079462573
3868527,1.1093,0.0445,18.146,0.3295,1.951,0.0041,4339.1895,44.8565,-0.1225,0.058,0.0818,0.022,0.0294,0.04148147637030495,0.2092,0.04391716882857038,-0.1798,0.06319813275789048
3934343,1.1347,0.0437,9.4264,0.1633,2.5456,0.0041,4708.866,49.3863,-0.2696,0.058,0.0996,0.022,-0.0054,0.051776149338117854,0.1664,0.054760914218340846,-0.17179999999999998,0.0788404075834276
3935651,1.4054,0.0558,24.8636,0.4444,1.7742,0.0038,4349.578,39.4481,-0.1652,0.058,0.0234,0.022,-0.0074,0.031792372400598685,0.2111,0.03469998524726549,-0.2185,0.04922912658008631
3935987,1.1998,0.0462,14.3923,0.2482,2.1949,0.0037,4291.321,37.4349,0.2371,0.058,0.025,0.022,0.0733,0.02361719092615902,0.2323,0.026567176204937638,-0.159,0.03717880621218046
3936736,1.4176,0.0562,31.2057,0.5515,1.5758,0.0037,3951.691,33.7105,0.261,0.058,0.0218,0.022,0.0729,0.021800483931839094,0.2252,0.0233140525880065,-0.1523,0.03339071975481771
3937022,1.1108,0.0428,8.1872,0.1419,2.6592,0.0038,4645.8345,42.483,-0.0182,0.058,0.0348,0.022,0.0232,0.032397941398705325,0.1131,0.03632654705573106,-0.08990000000000001,0.05091021046292766
3938291,1.6718,0.064,7.0185,0.1212,2.9705,0.0039,4935.03,47.5862,-0.0883,0.058,0.0142,0.022,-0.1033,0.0408759073721983,0.2095,0.04527263700229169,-0.31279999999999997,0.06380026885808927
3939679,1.3171,0.0498,4.596,0.0785,3.2346,0.0039,4962.6797,48.0519,-0.0875,0.058,0.0167,0.022,-0.0991,0.04148147637030495,0.1986,0.04608591790652448,-0.29769999999999996,0.06485533181666021
3940854,1.4842,0.0574,9.4493,0.1641,2.6605,0.0038,4552.093,40.0297,0.3247,0.058,0.0109,0.022,0.005,0.024222759924265664,0.3583,0.027922644378658948,-0.3533,0.03865677754036359
3941027,1.3151,0.0548,8.0418,0.15,2.748,0.0043,4848.936,46.7467,-0.2583,0.058,0.0619,0.022,-0.079,0.044206536861784836,0.2332,0.047983573349734306,-0.3122,0.0682484556082249
3942500,1.2168,0.0469,9.0956,0.1576,2.6073,0.0039,4688.007,43.4518,-0.0255,0.058,0.0224,0.022,-0.0435,0.033306294895865285,0.2248,0.0374109215947081,-0.2683,0.05238858390298175
3942667,1.2492,0.0521,10.4286,0.1946,2.4989,0.0045,4807.345,52.6025,-0.434,0.058,0.0929,0.022,-0.0604,0.06540145179551729,0.1834,0.06668903414708836,-0.24380000000000002,0.09772277721910681
3946389,1.418,0.055,14.2922,0.2486,2.2757,0.0038,4446.3164,39.7355,0.0779,0.058,0.0273,0.022,0.0293,0.027856173912905513,0.2342,0.031175767995590086,-0.2049,0.04372819380728336
3953057,1.1984,0.0462,16.1545,0.2788,2.0907,0.0037,4246.348,36.8125,0.2256,0.058,0.034,0.022,0.0833,0.02361719092615902,0.2555,0.026296082570193377,-0.17220000000000002,0.0369691999894533
3953364,1.1098,0.0462,4.2338,0.0789,3.2316,0.0044,4900.429,51.3519,-0.1642,0.058,0.0943,0.022,-0.0263,0.07115435727753039,0.1089,0.07265309411146212,-0.1352,0.10639178480735309
3954327,1.5636,0.0603,14.4042,0.2497,2.3121,0.004,4653.55,46.6637,-0.1455,0.058,0.0506,0.022,-0.0308,0.04269261436651823,0.2925,0.04608591790652448,-0.3233,0.06571695259243057
3954671,1.7081,0.0659,11.4719,0.1989,2.5527,0.0041,4642.4927,47.4784,0.1342,0.058,-0.0028,0.022,-0.1018,0.03754527788261178,0.2228,0.041206232481127765,-0.3246,0.05831146098280273
3954848,1.1234,0.0471,10.6065,0.1985,2.4373,0.0042,4570.1904,42.3639,-0.0975,0.058,0.0927,0.022,-0.0134,0.034214648393025245,0.1275,0.037682015229452366,-0.1409,0.0532394193657196
3958165,1.701,0.0708,5.5961,0.1043,3.1747,0.0044,4881.023,49.6404,0.2046,0.058,0.0037,0.022,-0.0774,0.03815084688071842,0.3281,0.04283279428959334,-0.40549999999999997,0.05999347823417419
3958725,1.1925,0.0459,7.6158,0.1319,2.7528,0.0041,4701.2856,49.3549,0.0223,0.058,0.0314,0.022,-0.022,0.04360096786367819,0.2046,0.04744138608024579,-0.2266,0.06740157719520186
3961485,1.1834,0.0476,19.6666,0.3579,1.9079,0.0044,4208.033,48.7038,0.0348,0.058,0.0458,0.022,0.0287,0.0466288128542114,0.1697,0.04825466698447857,-0.141,0.07020216962528414
3962670,1.3391,0.0518,8.9021,0.1546,2.6676,0.0044,4528.0713,53.0417,0.289,0.058,0.0282,0.022,0.0624,0.045114890358944795,0.3933,0.04825466698447857,-0.33089999999999997,0.0691059624885386
3964004,1.1418,0.0479,14.9864,0.2805,2.1359,0.0042,4550.992,42.689,-0.3966,0.058,0.0993,0.022,-0.0424,0.04117869187125162,0.2161,0.04418826246331464,-0.2585,0.06318589181572572
3964632,1.2181,0.048,22.5699,0.3977,1.7973,0.0037,4085.1895,35.0055,0.2846,0.058,0.0448,0.022,0.0471,0.022103268430892418,0.2429,0.023856239857495024,-0.1958,0.034020737705754894
3965225,1.1478,0.0442,9.1755,0.159,2.5742,0.0039,4668.782,43.4041,-0.1188,0.058,0.0746,0.022,0.0098,0.03663692438545182,0.1921,0.04039295157689498,-0.1823,0.05704177732380808
3965502,1.5037,0.0577,6.622,0.1145,2.975,0.0045,4842.939,58.8951,-0.0136,0.058,0.0171,0.022,-0.0994,0.06509866729646396,0.2876,0.06723122141657688,-0.387,0.09790655916509519
3966952,1.3866,0.0535,9.0061,0.1563,2.6727,0.0039,4589.515,42.8704,0.2585,0.058,0.022,0.022,0.0273,0.029672880907225436,0.3961,0.03334451707354418,-0.3688,0.04668491506591969
3967161,1.6319,0.0683,13.0935,0.2448,2.416,0.0042,4642.0234,42.7615,-0.0414,0.058,0.0072,0.022,-0.1512,0.033003510396811965,0.264,0.03686873432521958,-0.4152,0.05175601968221241
3967300,1.5074,0.0577,5.5669,0.0962,3.1268,0.0039,4919.0527,47.0275,0.0038,0.058,0.0133,0.022,-0.0406,0.03754527788261178,0.2244,0.04201951338536055,-0.265,0.05893800034894713
3968119,1.1988,0.0463,8.0616,0.1399,2.7057,0.0042,4596.8965,50.178,0.166,0.058,0.0226,0.022,0.0549,0.04269261436651823,0.2138,0.04608591790652448,-0.15889999999999999,0.06571695259243057
3968711,1.2126,0.0506,9.803,0.183,2.5403,0.0045,4772.7144,50.8432,-0.3225,0.058,0.0815,0.022,-0.0154,0.055409563326757706,0.2024,0.05801403783527199,-0.2178,0.08392769922174337
3968764,1.2978,0.0498,8.5508,0.1479,2.689,0.004,4839.398,48.4986,-0.2963,0.058,0.0537,0.022,-0.0932,0.05056501134190457,0.2468,0.053676539679363804,-0.33999999999999997,0.07714504597499333
3970003,1.3152,0.0553,16.5428,0.3102,2.1108,0.0044,4426.5996,45.9981,-0.0894,0.058,0.0183,0.022,-0.0415,0.04117869187125162,0.2086,0.04418826246331464,-0.2501,0.06318589181572572
3970053,1.2275,0.0476,14.4712,0.2515,2.1999,0.0039,4478.5625,41.714,-0.0778,0.058,0.078,0.022,0.0347,0.03360907939491861,0.2386,0.03686873432521958,-0.2039,0.052184739473973285
3970635,1.1562,0.0439,7.6443,0.1308,2.7362,0.0043,4778.7725,53.4783,-0.1964,0.058,0.0759,0.022,-0.016,0.05722627032107763,0.1564,0.05991169327848182,-0.1724,0.08667607766197591
3972170,1.5339,0.0586,19.375,0.3329,2.0377,0.0038,4506.553,41.2474,-0.1787,0.058,0.0201,0.022,-0.1688,0.034214648393025245,0.2379,0.037682015229452366,-0.4067,0.0532394193657196
3972675,1.122,0.0433,13.883,0.2409,2.1966,0.0039,4601.4126,43.2503,-0.3595,0.058,0.1078,0.022,-0.0148,0.04117869187125162,0.2051,0.04418826246331464,-0.2199,0.06318589181572572
3973247,1.1843,0.0455,5.1713,0.0895,3.0861,0.004,4758.7466,47.9454,0.0905,0.058,0.0311,0.022,0.0204,0.03845363137977174,0.2719,0.04256170065484907,-0.25149999999999995,0.05999786218107153
3973315,1.1703,0.0489,6.7799,0.1267,2.8456,0.0044,4672.881,48.8264,0.0561,0.058,0.0562,0.022,0.0159,0.04178426086935827,0.2638,0.04554373063703595,-0.24789999999999998,0.0646536890328068
3973328,1.4526,0.056,10.3065,0.1786,2.5756,0.0039,4668.3184,44.9733,-0.0532,0.058,0.0227,0.022,-0.137,0.03663692438545182,0.3025,0.04039295157689498,-0.4395,0.05704177732380808
4039831,1.6392,0.0655,27.9601,0.5016,1.7383,0.0037,4138.3613,36.0005,0.1714,0.058,0.0115,0.022,-0.0133,0.023919975425212344,0.2077,0.026024988935449113,-0.221,0.03697581391757047
4040027,1.2595,0.0527,9.88,0.1846,2.5501,0.0042,4683.7104,43.5625,-0.0951,0.058,0.0298,0.022,-0.0821,0.03512300189018521,0.2226,0.03903748340317367,-0.30469999999999997,0.05492621098677441
4040211,1.3971,0.0538,11.0802,0.1919,2.4949,0.0039,4725.286,44.9187,-0.2617,0.058,0.0724,0.022,-0.1178,0.0408759073721983,0.2069,0.04473044973280317,-0.3247,0.06338362476383
4041741,1.1834,0.0452,7.8031,0.134,2.7284,0.0037,4553.4956,40.0655,0.3011,0.058,0.0068,0.022,0.0533,0.024828328922372307,0.2463,0.02819373801340321,-0.193,0.03929038574868057
4042308,1.1066,0.0463,9.5848,0.1791,2.5199,0.0042,4695.4507,43.9402,-0.1659,0.058,0.0444,0.022,-0.0724,0.03724249338355846,0.227,0.041206232481127765,-0.2994,0.05809666104945965
4042863,1.1081,0.0427,7.6893,0.1332,2.7126,0.0039,4681.35,43.4751,-0.0744,0.058,0.0591,0.022,0.004,0.03451743289207857,0.2516,0.03849529613368515,-0.2476,0.05408020072859137
4042977,1.6222,0.0622,6.2978,0.1089,3.0515,0.0039,4858.361,44.9783,0.2084,0.058,0.0138,0.022,-0.0259,0.030884018903438722,0.3548,0.035513266151498274,-0.3807,0.04921856042853736
4043008,1.3969,0.0576,8.739,0.1606,2.702,0.0042,4759.5356,45.3516,-0.0628,0.058,0.0233,0.022,-0.1084,0.03724249338355846,0.226,0.041206232481127765,-0.33440000000000003,0.05809666104945965
4044855,1.5013,0.0578,10.8476,0.1879,2.5452,0.0039,4709.6157,44.0323,-0.1437,0.058,0.0389,0.022,-0.04,0.03693970888450514,0.2548,0.04093513884638351,-0.2948,0.05767355380786322
4048951,1.1241,0.0432,5.6451,0.0976,2.9873,0.0039,4821.7344,45.9749,-0.1591,0.058,0.0688,0.022,-0.0059,0.03996755387503834,0.1409,0.04418826246331464,-0.14679999999999999,0.06232218693393477
